normLatitude,normLongitude
2.034226317681152,2.515009214365814
0.9827152188041286,2.682909978154472
2.5421688789601884,2.781483919415951
2.558423675621323,1.5575285395673482
1.3994277205368801,2.1951793220988796
2.716137036812975,1.8177061455523749
0.8512029811566081,1.5490602036336285
2.5817033024844926,1.3123022822440578
2.1520055726902094,2.441596036973559
2.509435057062057,2.5824625706395494
2.2809136423479455,2.079824807698604
1.5377807645125563,1.4652452215028693
1.5966634266716881,1.350225110244968
1.623252951260897,1.6129030117140588
2.1232107350018197,2.360560034188019
1.5995764038091655,2.0898156671575863
2.4530789145211758,2.9404630591957877
1.8436237672828646,2.434487386777991
2.425085123565891,2.775578156090922
1.8994462474236533,2.067925988253917
0.7609606921460127,2.689092070005945
0.4955418620270047,2.5775171265035666
1.307700145347809,2.2208069327543596
0.6113708164354898,0.910190900750696
2.738186081889624,2.0994820555642955
2.211117526966181,1.1792454349459471
1.9877516482087696,2.1336264350728937
2.2328948606035137,1.8937212663690923
2.5691587275020265,2.535959992717083
1.8989097437281588,2.6401755667284372
2.5470427913725007,1.5023108293271348
1.928886594194203,2.6262101551837187
1.9652669325454744,2.6446235477152844
2.865996778442461,1.2442491773712274
2.513051558402722,1.3471961418597806
2.5387350973746075,0.736656519133388
0.6985556594476828,2.4736469019716423
2.064503786644099,2.4962836348129493
2.0075834780731454,1.1851206858232304
2.231987856400207,2.395831434000537
2.894675462374102,1.6082631873673958
2.772975948737507,2.4092784231040607
2.394101856550785,2.019827253249922
2.7156255967180294,0.30625370798101803
1.8715369135132307,1.5493793542952257
1.8852361583707595,0.706920272633367
2.6145356151399435,2.195485311354613
2.527531690131844,2.9667744733798935
2.535735156542863,2.2891192896405728
1.934762772927384,1.6389372481954048
0.4478086027692637,2.153187458579721
2.5544981553250885,2.785056430033381
2.6083426138816703,0.15999045769179504
1.679382482271349,2.087794689439783
1.2507853287012574,2.8791824647505884
2.2837976259649433,0.7930415424226771
2.5028372593350214,1.3338065941729296
2.328869459309818,2.6947946299047287
2.7278281496702026,1.5633699844952949
2.643284206591341,2.839934656136437
1.271830919690247,2.789649557103174
1.4497914385941435,2.962799100719126
2.858022820856615,0.9366141181197963
2.9343968116344987,2.451703153040105
2.5150574382112123,2.049951912401802
0.45029183773895765,2.5056512582619597
1.6702174428672274,0.42139069248720473
