,normLatitude,normLongitude
0,0.7249584874356005,0.1721406475991924
1,0.6505528534930548,0.2756761223671719
2,0.6966272976183047,0.2754837023092239
3,0.7588515342372686,0.2721473860122341
4,0.760523638828931,0.2641440554404985
5,0.6633591559430723,0.283657689922828
6,0.7089421478207208,0.2843016827218568
7,0.7578193900573441,0.2817974952120788
8,0.7462270613832535,0.3010086434560426
9,0.5792552321819213,0.3317985721933885
10,0.7490281607702074,0.2789861641055863
11,0.7850708208768297,0.2684842963883815
12,0.7641768176073276,0.3127593175097276
13,0.4237750080253806,0.3786534757586412
14,0.6914552259742769,0.2376837012213793
15,0.7687059201149015,0.2901145515081393
16,0.7454062392985805,0.2136639267205859
17,0.6929351142613575,0.237674253812255
18,0.7522588430732682,0.3043608230596943
19,0.4061386915683084,0.407680979139782
20,0.7089421478207208,0.2843016827218568
21,0.7745136435524828,0.2884858135090111
22,0.7054630128051126,0.2725388999447489
23,0.6991390268804935,0.2735540423842024
24,0.7473475392329992,0.2782714608248995
25,0.7492915680107647,0.2829046618614633
26,0.7376264429700687,0.2954781383203939
27,0.7641768176073276,0.3127593175097276
28,0.6530438870829092,0.2815898228158934
29,0.7545924978144873,0.2823478494447035
30,0.6716813934624629,0.2544143482827475
31,0.6581128627143126,0.2825339682455375
32,0.7150211983641515,0.2899924234403508
33,0.752710124569948,0.3034576440398867
34,0.7288848247546817,0.1630293821326686
35,0.7155512479629116,0.2871265059650971
36,0.7856215613277451,0.2483701528525849
37,0.6977323975417252,0.2738428350558007
38,0.7562835760306174,0.3073919934371574
39,0.7641768176073276,0.3127593175097276
40,0.753077161774586,0.3041337571550428
41,0.9470672028702763,0.2392139015330699
42,0.6960660771650201,0.193085435516816
43,0.6959834732887791,0.2669579616549573
44,0.759782886139214,0.2629701765801489
45,0.6947800805834936,0.2669890700090639
46,0.7089421478207208,0.2843016827218568
47,0.7167635337432045,0.2819362302473802
48,0.6966746403293043,0.2840688366767872
49,0.6903712493197266,0.2364208367784989
50,0.6997039674236398,0.1747498793914063
51,0.6965713718786586,0.2740700117805006
52,0.6801642556769197,0.2784528426227657
53,0.6720136748432198,0.2544268899042752
54,0.6700465675142427,0.2515969629020331
55,0.7470470282748549,0.3005279644125188
56,0.6359234815507776,0.2863834169164239
57,0.7473921414389281,0.2645281548118606
58,0.7138783416666167,0.2906853505815313
59,0.7590683684405909,0.2763463036934227
60,0.7352562201731048,0.2575922986477608
61,0.7306665124648863,0.2884601190058996
62,0.6666403179608089,0.24309465922984
63,0.6892660872004465,0.2775151766955344
64,0.7823183978355981,0.3346556808163019
65,0.7794608009735573,0.3043213711224717
66,0.6508519300591835,0.2359326992540875
67,0.6477730056539321,0.2793839322550208
68,0.7655440147710093,0.3125532038850122
69,0.721024910285209,0.2975735208788139
70,0.804362627701037,0.3660091891966617
71,0.6868578362999299,0.23604341577321
72,0.2871134714525581,0.329761497836728
73,0.7576609383301283,0.282377738778278
74,0.7443743244658889,0.2679864912729076
75,0.6661151516699779,0.2411072926809425
76,0.7441624309461761,0.2597471037910164
77,0.7603161223428486,0.3117878339698386
78,0.6960660771650201,0.193085435516816
79,0.7464671063039894,0.2688748787325738
80,0.749269939400534,0.2795699539133335
81,0.7602124535063559,0.3119795643188013
82,0.6830125345107413,0.2216087355578266
83,0.7528002463707374,0.3047081564218485
84,0.7520714780457473,0.3043088615804317
85,0.6966746403293043,0.2840688366767872
86,0.7086423598894463,0.2871764466407776
87,0.6775319519661077,0.2282206052276486
88,0.7501059411622293,0.2863646139621629
89,0.6691201524086656,0.2455676027767678
90,0.7532313414236846,0.3039253090185188
91,0.7772967271312093,0.3113668971395004
92,0.6966746403293043,0.2840688366767872
93,0.7249584874356005,0.1721406475991924
94,0.6394476194691413,0.286042761920343
95,0.7730984793868592,0.2969740646158065
96,0.730667219942791,0.2646809785748914
97,0.7576609383301283,0.282377738778278
98,0.6895544621914554,0.1784125009463703
99,0.7561073051895809,0.2399542829854928
100,0.7406282483964615,0.2966269237305785
101,0.7008347309136929,0.2108707628112348
102,0.7213306495828141,0.298232461260947
103,0.6821095400336041,0.2094624120590531
104,0.6666403179608089,0.24309465922984
105,0.7528002463707374,0.3047081564218485
106,0.673160030057866,0.2821351361944754
107,0.2552495664413691,0.3827991089441685
108,0.7444754471593729,0.2688564680229577
109,0.7578568125287123,0.3078929394261077
110,0.7539756703753379,0.2971149693910024
111,0.6902907989751298,0.17856126519605
112,0.6639157816772172,0.2327007594029263
113,0.738480302717997,0.2436382723955744
114,0.7235678307710663,0.2969555153811299
115,0.6683607759461923,0.2346756703616493
116,0.7441624309461761,0.2597471037910164
117,0.7712620649954398,0.3000604262936789
118,0.7273004880837509,0.2368103327945854
119,0.6960660771650201,0.193085435516816
120,0.7520333986306105,0.3039188960372981
121,0.7427739705729397,0.2689891473258786
122,0.7850708208768297,0.2684842963883815
123,0.6960660771650201,0.193085435516816
124,0.7795562560693209,0.2378215934410496
125,0.7655929395891914,0.2783306168583556
126,0.6902907989751298,0.17856126519605
127,0.6966746403293043,0.2840688366767872
128,0.7675435611280913,0.2737013338937654
129,0.6874181160408358,0.2815201199217806
130,0.7490281607702074,0.2789861641055863
131,0.5533908739905513,0.268564045994775
132,0.7086423598894463,0.2871764466407776
133,0.6389386357635708,0.2860985743962869
134,0.7256183310862551,0.2711699852650251
135,0.6671887921500844,0.2417243255868862
136,0.7512426482441305,0.3044148959525103
137,0.7376135567653752,0.2945738875540657
138,0.739159881892401,0.2959335503928875
139,0.6366688017489457,0.2858332580770424
140,0.758145945531762,0.2558656767994806
141,0.6825815210898598,0.2821028986424022
142,0.7097194988866643,0.2321864945939511
143,0.6531241586144092,0.2786598807199899
144,0.7368996182656962,0.2948290536317738
145,0.6892660872004465,0.2775151766955344
146,0.7563366648616103,0.3073986890095013
147,0.7452346835256722,0.3010855491575263
148,0.7368996182656962,0.2948290536317738
149,0.638873116312557,0.2351069222054379
150,0.7522588430732682,0.3043608230596943
151,0.7406282483964615,0.2966269237305785
152,0.7462270613832535,0.3010086434560426
153,0.6505528534930548,0.2756761223671719
154,0.7865059763466759,0.2014781743234945
155,0.6892660872004465,0.2775151766955344
156,0.7288958981832979,0.1636980353962681
157,0.6997039674236398,0.1747498793914063
158,0.7629641522768005,0.296027719728997
159,0.7636446737184798,0.2741593823168836
160,0.7563116885592279,0.3071085230441983
161,0.7139050742245889,0.268078722716329
162,0.2577013080300557,0.3934748954872236
163,0.7528002463707374,0.3047081564218485
164,0.7334423603327784,0.2996012930006135
165,0.6977464724647884,0.2581667174538908
166,0.7490281607702074,0.2789861641055863
167,0.7050444421324448,0.2832983917866612
168,0.748786833059864,0.2986551070530839
169,0.6862013932856525,0.2086980334875386
170,0.6892660872004465,0.2775151766955344
171,0.7283025997488741,0.1613342802766484
172,0.7685962416034596,0.3066627246109015
173,0.7368996182656962,0.2948290536317738
174,0.7399929721104114,0.2959343013445311
175,0.2509648703391965,0.38413262116789
176,0.7086423598894463,0.2871764466407776
177,0.601615273497984,0.0594820071287732
178,0.7306665124648863,0.2884601190058996
179,0.7557528276613729,0.3034166216659258
180,0.7004603740338098,0.2751154429139872
181,0.7654228961086131,0.2389518894010574
182,0.6997039674236398,0.1747498793914063
183,0.7035299496238914,0.2343945330223404
184,0.6332994654382783,0.285452662660631
185,0.7100942755886008,0.2448628033088256
186,0.7548806123603335,0.2937566786449461
187,0.6505528534930548,0.2756761223671719
188,0.759782886139214,0.2629701765801489
189,0.6836462286896088,0.2835576442078374
190,0.7490281607702074,0.2789861641055863
191,0.7548806123603335,0.2937566786449461
192,0.7512825935350599,0.3044184669827535
193,0.752142972186539,0.1936910102130208
194,0.2517270522236692,0.3833068463064783
195,0.7368996182656962,0.2948290536317738
196,0.7798305553598184,0.2460559663157516
197,0.669479784418751,0.2459665345367103
198,0.6530445376516023,0.2788237729561473
199,0.6356543911635347,0.2860907178381203
200,0.7138783416666167,0.2906853505815313
201,0.7761412135762138,0.2885684047747505
202,0.6671887921500844,0.2417243255868862
203,0.6469351263547205,0.2859967059831321
204,0.7443743244658889,0.2679864912729076
205,0.6775319519661077,0.2282206052276486
206,0.7306665124648863,0.2884601190058996
207,0.1661792955040633,0.3496392657672404
208,0.6985669804603697,0.2741870639984417
209,0.7512825935350599,0.3044184669827535
210,0.7638694301194389,0.2782534671486234
211,0.737882581069517,0.2439739521547465
212,0.7292583087934179,0.2699491595326019
213,0.7517713247137967,0.3040746696550377
214,0.6383162884418678,0.2859825805098078
215,0.6775319519661077,0.2282206052276486
216,0.805390495915603,0.1633217193835143
217,0.7392164428072648,0.2736126979776505
218,0.7443743244658889,0.2679864912729076
219,0.4837725284537102,0.2997009890491883
220,0.6977323975417252,0.2738428350558007
221,0.648805868973485,0.2792655254078041
222,0.6821291317294279,0.2101873793176416
223,0.7040797532496691,0.1755860181145791
224,0.6402539460312494,0.2863775157488478
225,0.7484980926681789,0.3021266194346196
226,0.6902907989751298,0.17856126519605
227,0.6966746403293043,0.2840688366767872
228,0.689586283148204,0.2383407007945071
229,0.74308828901195,0.2682810436707045
230,0.670958253862781,0.2349927731811327
231,0.2510883990911583,0.3841891583486239
232,0.7714975074225536,0.2871412583591005
233,0.7080317209383428,0.271482198878953
234,0.7631972913579929,0.1652669078219989
235,0.6639672557482011,0.2328378942550554
236,0.7451723323317546,0.2139075208521897
237,0.7604444051908407,0.2642221762838125
238,0.7270682564401525,0.2942543972041296
239,0.6977323975417252,0.2738428350558007
240,0.7546394518013634,0.2716936683199539
241,0.5971313212973531,0.0641430196230042
242,0.7437784181590656,0.268128673394977
243,0.7642512155173218,0.3126034607769518
244,0.7512825935350599,0.3044184669827535
245,0.7422320969192809,0.2629257333662736
246,0.7276960654135353,0.1630120750449185
247,0.8064871216531314,0.1632850423219767
248,0.7461479016027467,0.2780637198952632
249,0.7641768176073276,0.3127593175097276
250,0.6639157816772172,0.2327007594029263
251,0.6911501047480281,0.2388654016440908
252,0.7842905582672012,0.2588635063821256
253,0.766319433878059,0.2637806692110734
254,0.7578568125287123,0.3078929394261077
255,0.7094585483825674,0.2937763331637894
256,0.7306665124648863,0.2884601190058996
257,0.7661408462412466,0.3134318814670185
258,0.7487217598641441,0.3040920389478307
259,0.7376787030412304,0.293598990465055
260,0.5662879916474494,0.2288075118784196
261,0.6684540813975528,0.2570870668392553
262,0.7842905582672012,0.2588635063821256
263,0.7461996524453065,0.3037207118786759
264,0.7490281607702074,0.2789861641055863
265,0.7620487085208847,0.2625352778818735
266,0.7120294958777282,0.2355590957078336
267,0.6332994654382783,0.285452662660631
268,0.7497203035082826,0.2861335468705014
269,0.6775319519661077,0.2282206052276486
270,0.6775319519661077,0.2282206052276486
271,0.7292583087934179,0.2699491595326019
272,0.6567957357055704,0.2827823194443706
273,0.6884732415909408,0.2672880289619423
274,0.699106144551398,0.1747699549681071
275,0.7490281607702074,0.2789861641055863
276,0.8068301979027975,0.3184132178529286
277,0.737471765754092,0.2942802421308753
278,0.7292583087934179,0.2699491595326019
279,0.6700465675142427,0.2515969629020331
280,0.7008776927038207,0.2727423759356602
281,0.6414940576172394,0.2864419153203824
282,0.6991818642789017,0.1749416389035396
283,0.7506122271223826,0.3025009083153832
284,0.6505528534930548,0.2756761223671719
285,0.7149550219693691,0.2752113591240171
286,0.805390495915603,0.1633217193835143
287,0.7651281888016326,0.2782224492003457
288,0.7005188653526709,0.2763082136762682
289,0.7720595480837388,0.2889060588805738
290,0.7391925774784275,0.2443116966663988
291,0.6589920697629266,0.2830291886000358
292,0.7306665124648863,0.2884601190058996
293,0.7738294167924583,0.287890830584746
294,0.7306665124648863,0.2884601190058996
295,0.7375041659097846,0.2954982079186447
296,0.699125052248254,0.1747732580471385
297,0.7545924978144873,0.2823478494447035
298,0.6892660872004465,0.2775151766955344
299,0.6778502159549717,0.2825156237071556
300,0.727087167946505,0.2941521079080964
301,0.7480856602604004,0.2784171089897977
302,0.7772967271312093,0.3113668971395004
303,0.6907098824526613,0.2373061154441764
304,0.6654573200553865,0.2328928324191438
305,0.7623001702691272,0.2629978509709143
306,0.6997039674236398,0.1747498793914063
307,0.7562835760306174,0.3073919934371574
308,0.7490281607702074,0.2789861641055863
309,0.6666403179608089,0.24309465922984
310,0.7512441526064882,0.2746733861154817
311,0.3796264561319565,0.4183455726829719
312,0.6659034874974978,0.2799753730205817
313,0.1822832574236182,0.3574006484683542
314,0.7467570867256283,0.3021567231174981
315,0.7578193900573441,0.2817974952120788
316,0.7730143089524005,0.285338157845644
317,0.3896845193784835,0.4173870698161443
318,0.7744052493855449,0.2888925957028544
319,0.7524509894075079,0.2697902406669104
320,0.7594261656728134,0.3041877513072981
321,0.7641768176073276,0.3127593175097276
322,0.7219078932444689,0.2434182639782144
323,0.6892660872004465,0.2775151766955344
324,0.6570431313994815,0.2827589087091507
325,0.6780242905047105,0.2709501255798352
